"Plot Title: 1. table nursery. 03/03/22"
"#","Date Time, GMT-06:00","Temp, °C (LGR S/N: 21258716, SEN S/N: 21258716)","Intensity, Lux (LGR S/N: 21258716, SEN S/N: 21258716)","Coupler Attached (LGR S/N: 21258716)","Coupler Detached (LGR S/N: 21258716)","Host Connected (LGR S/N: 21258716)","Stopped (LGR S/N: 21258716)","End Of File (LGR S/N: 21258716)"
32,03/03/22 06:10:00 PM,26.000,139.9,,,,,
33,03/03/22 06:20:00 PM,25.902,43.1,,,,,
34,03/03/22 06:30:00 PM,26.000,0.0,,,,,
35,03/03/22 06:40:00 PM,26.000,0.0,,,,,
36,03/03/22 06:50:00 PM,26.000,0.0,,,,,
37,03/03/22 07:00:00 PM,26.000,0.0,,,,,
38,03/03/22 07:10:00 PM,26.000,0.0,,,,,
39,03/03/22 07:20:00 PM,26.000,0.0,,,,,
40,03/03/22 07:30:00 PM,26.000,0.0,,,,,
41,03/03/22 07:40:00 PM,26.000,0.0,,,,,
42,03/03/22 07:50:00 PM,26.000,0.0,,,,,
43,03/03/22 08:00:00 PM,26.000,0.0,,,,,
44,03/03/22 08:10:00 PM,26.000,0.0,,,,,
45,03/03/22 08:20:00 PM,26.000,0.0,,,,,
46,03/03/22 08:30:00 PM,26.000,0.0,,,,,
47,03/03/22 08:40:00 PM,26.000,0.0,,,,,
48,03/03/22 08:50:00 PM,26.000,0.0,,,,,
49,03/03/22 09:00:00 PM,26.000,0.0,,,,,
50,03/03/22 09:10:00 PM,26.000,0.0,,,,,
51,03/03/22 09:20:00 PM,25.902,0.0,,,,,
52,03/03/22 09:30:00 PM,25.902,0.0,,,,,
53,03/03/22 09:40:00 PM,25.902,0.0,,,,,
54,03/03/22 09:50:00 PM,25.902,0.0,,,,,
55,03/03/22 10:00:00 PM,25.902,0.0,,,,,
56,03/03/22 10:10:00 PM,25.902,0.0,,,,,
57,03/03/22 10:20:00 PM,25.902,0.0,,,,,
58,03/03/22 10:30:00 PM,25.902,0.0,,,,,
59,03/03/22 10:40:00 PM,25.902,0.0,,,,,
60,03/03/22 10:50:00 PM,25.902,0.0,,,,,
61,03/03/22 11:00:00 PM,25.805,0.0,,,,,
62,03/03/22 11:10:00 PM,25.805,0.0,,,,,
63,03/03/22 11:20:00 PM,25.805,0.0,,,,,
64,03/03/22 11:30:00 PM,25.708,0.0,,,,,
65,03/03/22 11:40:00 PM,25.708,0.0,,,,,
66,03/03/22 11:50:00 PM,25.708,0.0,,,,,
67,03/04/22 12:00:00 AM,25.319,0.0,,,,,
68,03/04/22 12:10:00 AM,25.222,0.0,,,,,
69,03/04/22 12:20:00 AM,25.125,0.0,,,,,
70,03/04/22 12:30:00 AM,25.028,0.0,,,,,
71,03/04/22 12:40:00 AM,24.835,0.0,,,,,
72,03/04/22 12:50:00 AM,24.931,0.0,,,,,
73,03/04/22 01:00:00 AM,24.835,0.0,,,,,
74,03/04/22 01:10:00 AM,24.931,0.0,,,,,
75,03/04/22 01:20:00 AM,25.125,0.0,,,,,
76,03/04/22 01:30:00 AM,25.125,0.0,,,,,
77,03/04/22 01:40:00 AM,25.125,0.0,,,,,
78,03/04/22 01:50:00 AM,25.125,0.0,,,,,
79,03/04/22 02:00:00 AM,25.125,0.0,,,,,
80,03/04/22 02:10:00 AM,25.125,0.0,,,,,
81,03/04/22 02:20:00 AM,25.125,0.0,,,,,
82,03/04/22 02:30:00 AM,25.028,0.0,,,,,
83,03/04/22 02:40:00 AM,25.028,0.0,,,,,
84,03/04/22 02:50:00 AM,25.028,0.0,,,,,
85,03/04/22 03:00:00 AM,24.931,0.0,,,,,
86,03/04/22 03:10:00 AM,24.738,0.0,,,,,
87,03/04/22 03:20:00 AM,24.835,0.0,,,,,
88,03/04/22 03:30:00 AM,24.931,0.0,,,,,
89,03/04/22 03:40:00 AM,24.835,0.0,,,,,
90,03/04/22 03:50:00 AM,24.835,0.0,,,,,
91,03/04/22 04:00:00 AM,24.738,0.0,,,,,
92,03/04/22 04:10:00 AM,24.738,0.0,,,,,
93,03/04/22 04:20:00 AM,24.835,0.0,,,,,
94,03/04/22 04:30:00 AM,24.738,0.0,,,,,
95,03/04/22 04:40:00 AM,24.738,0.0,,,,,
96,03/04/22 04:50:00 AM,24.738,0.0,,,,,
97,03/04/22 05:00:00 AM,24.835,0.0,,,,,
98,03/04/22 05:10:00 AM,24.835,0.0,,,,,
99,03/04/22 05:20:00 AM,24.931,0.0,,,,,
100,03/04/22 05:30:00 AM,24.931,0.0,,,,,
101,03/04/22 05:40:00 AM,24.931,0.0,,,,,
102,03/04/22 05:50:00 AM,24.835,0.0,,,,,
103,03/04/22 06:00:00 AM,24.931,0.0,,,,,
104,03/04/22 06:10:00 AM,25.028,53.8,,,,,
105,03/04/22 06:20:00 AM,25.028,129.2,,,,,
106,03/04/22 06:30:00 AM,25.125,505.9,,,,,
107,03/04/22 06:40:00 AM,25.125,236.8,,,,,
108,03/04/22 06:50:00 AM,25.028,592.0,,,,,
109,03/04/22 07:00:00 AM,25.028,1894.5,,,,,
110,03/04/22 07:10:00 AM,25.125,1367.0,,,,,
111,03/04/22 07:20:00 AM,25.125,2927.8,,,,,
112,03/04/22 07:30:00 AM,25.222,4822.3,,,,,
113,03/04/22 07:40:00 AM,25.319,7577.8,,,,,
114,03/04/22 07:50:00 AM,25.125,3616.7,,,,,
115,03/04/22 08:00:00 AM,25.125,1377.8,,,,,
116,03/04/22 08:10:00 AM,25.125,1636.1,,,,,
117,03/04/22 08:20:00 AM,25.125,1722.2,,,,,
118,03/04/22 08:30:00 AM,25.125,1980.6,,,,,
119,03/04/22 08:40:00 AM,25.125,2755.6,,,,,
120,03/04/22 08:50:00 AM,25.125,1636.1,,,,,
121,03/04/22 09:00:00 AM,25.125,958.0,,,,,
122,03/04/22 09:10:00 AM,25.125,1550.0,,,,,
123,03/04/22 09:20:00 AM,25.222,1108.7,,,,,
124,03/04/22 09:30:00 AM,25.222,1894.5,,,,,
125,03/04/22 09:40:00 AM,25.222,1011.8,,,,,
126,03/04/22 09:50:00 AM,25.222,2152.8,,,,,
127,03/04/22 10:00:00 AM,25.319,1722.2,,,,,
128,03/04/22 10:10:00 AM,25.319,2497.2,,,,,
129,03/04/22 10:20:00 AM,25.416,2411.1,,,,,
130,03/04/22 10:30:00 AM,25.416,2325.0,,,,,
131,03/04/22 10:40:00 AM,25.513,2325.0,,,,,
132,03/04/22 10:50:00 AM,25.513,3100.0,,,,,
133,03/04/22 11:00:00 AM,25.610,2411.1,,,,,
134,03/04/22 11:10:00 AM,25.610,1722.2,,,,,
135,03/04/22 11:20:00 AM,25.610,3100.0,,,,,
136,03/04/22 11:30:00 AM,25.708,1377.8,,,,,
137,03/04/22 11:40:00 AM,25.513,1151.7,,,,,
138,03/04/22 11:50:00 AM,25.708,785.8,,,,,
139,03/04/22 12:00:00 PM,25.708,828.8,,,,,
140,03/04/22 12:10:00 PM,25.708,505.9,,,,,
141,03/04/22 12:20:00 PM,25.610,409.0,,,,,
142,03/04/22 12:30:00 PM,25.610,570.5,,,,,
143,03/04/22 12:40:00 PM,25.416,462.9,,,,,
144,03/04/22 12:50:00 PM,25.319,419.8,,,,,
145,03/04/22 01:00:00 PM,25.028,118.4,,,,,
146,03/04/22 01:10:00 PM,24.835,86.1,,,,,
147,03/04/22 01:20:00 PM,24.835,398.3,,,,,
148,03/04/22 01:30:00 PM,24.738,871.9,,,,,
149,03/04/22 01:40:00 PM,24.835,2325.0,,,,,
150,03/04/22 01:50:00 PM,25.028,1345.5,,,,,
151,03/04/22 02:00:00 PM,24.931,12400.1,,,,,
152,03/04/22 02:10:00 PM,24.931,4822.3,,,,,
153,03/04/22 02:20:00 PM,24.835,1001.0,,,,,
154,03/04/22 02:30:00 PM,24.738,2927.8,,,,,
155,03/04/22 02:40:00 PM,24.738,5511.1,,,,,
156,03/04/22 02:50:00 PM,24.738,409.0,,,,,
157,03/04/22 03:00:00 PM,24.641,301.4,,,,,
158,03/04/22 03:10:00 PM,24.545,549.0,,,,,
159,03/04/22 03:20:00 PM,24.448,592.0,,,,,
160,03/04/22 03:30:00 PM,24.351,1808.3,,,,,
161,03/04/22 03:40:00 PM,24.351,4305.6,,,,,
162,03/04/22 03:50:00 PM,24.255,1636.1,,,,,
163,03/04/22 04:00:00 PM,24.351,3961.1,,,,,
164,03/04/22 04:10:00 PM,24.448,5166.7,,,,,
165,03/04/22 04:20:00 PM,24.448,2411.1,,,,,
166,03/04/22 04:30:00 PM,24.641,850.4,,,,,
167,03/04/22 04:40:00 PM,24.545,1808.3,,,,,
168,03/04/22 04:50:00 PM,24.641,484.4,,,,,
169,03/04/22 05:00:00 PM,24.738,1550.0,,,,,
170,03/04/22 05:10:00 PM,24.738,118.4,,,,,
171,03/04/22 05:20:00 PM,24.738,516.7,,,,,
172,03/04/22 05:30:00 PM,24.641,236.8,,,,,
173,03/04/22 05:40:00 PM,24.738,75.3,,,,,
174,03/04/22 05:50:00 PM,24.738,139.9,,,,,
175,03/04/22 06:00:00 PM,24.738,96.9,,,,,
176,03/04/22 06:10:00 PM,24.738,32.3,,,,,
177,03/04/22 06:20:00 PM,24.738,0.0,,,,,
178,03/04/22 06:30:00 PM,24.738,0.0,,,,,
179,03/04/22 06:40:00 PM,24.738,0.0,,,,,
180,03/04/22 06:50:00 PM,24.738,0.0,,,,,
181,03/04/22 07:00:00 PM,24.738,0.0,,,,,
182,03/04/22 07:10:00 PM,24.738,0.0,,,,,
183,03/04/22 07:20:00 PM,24.738,0.0,,,,,
184,03/04/22 07:30:00 PM,24.738,0.0,,,,,
185,03/04/22 07:40:00 PM,24.641,0.0,,,,,
186,03/04/22 07:50:00 PM,24.641,0.0,,,,,
187,03/04/22 08:00:00 PM,24.641,0.0,,,,,
188,03/04/22 08:10:00 PM,24.738,0.0,,,,,
189,03/04/22 08:20:00 PM,24.738,0.0,,,,,
190,03/04/22 08:30:00 PM,24.738,0.0,,,,,
191,03/04/22 08:40:00 PM,24.738,0.0,,,,,
192,03/04/22 08:50:00 PM,24.738,0.0,,,,,
193,03/04/22 09:00:00 PM,24.738,0.0,,,,,
194,03/04/22 09:10:00 PM,24.738,0.0,,,,,
195,03/04/22 09:20:00 PM,24.738,0.0,,,,,
196,03/04/22 09:30:00 PM,24.738,0.0,,,,,
197,03/04/22 09:40:00 PM,24.738,0.0,,,,,
198,03/04/22 09:50:00 PM,24.738,0.0,,,,,
199,03/04/22 10:00:00 PM,24.641,0.0,,,,,
200,03/04/22 10:10:00 PM,24.641,0.0,,,,,
201,03/04/22 10:20:00 PM,24.641,0.0,,,,,
202,03/04/22 10:30:00 PM,24.641,0.0,,,,,
203,03/04/22 10:40:00 PM,24.641,0.0,,,,,
204,03/04/22 10:50:00 PM,24.738,0.0,,,,,
205,03/04/22 11:00:00 PM,24.738,0.0,,,,,
206,03/04/22 11:10:00 PM,24.738,0.0,,,,,
207,03/04/22 11:20:00 PM,24.738,0.0,,,,,
208,03/04/22 11:30:00 PM,24.738,0.0,,,,,
209,03/04/22 11:40:00 PM,24.738,0.0,,,,,
210,03/04/22 11:50:00 PM,24.835,0.0,,,,,
211,03/05/22 12:00:00 AM,24.835,0.0,,,,,
212,03/05/22 12:10:00 AM,24.931,0.0,,,,,
213,03/05/22 12:20:00 AM,24.931,0.0,,,,,
214,03/05/22 12:30:00 AM,25.028,0.0,,,,,
215,03/05/22 12:40:00 AM,25.125,0.0,,,,,
216,03/05/22 12:50:00 AM,25.222,0.0,,,,,
217,03/05/22 01:00:00 AM,25.319,0.0,,,,,
218,03/05/22 01:10:00 AM,25.416,0.0,,,,,
219,03/05/22 01:20:00 AM,25.416,0.0,,,,,
220,03/05/22 01:30:00 AM,25.416,0.0,,,,,
221,03/05/22 01:40:00 AM,25.416,0.0,,,,,
222,03/05/22 01:50:00 AM,25.416,0.0,,,,,
223,03/05/22 02:00:00 AM,25.416,0.0,,,,,
224,03/05/22 02:10:00 AM,25.416,0.0,,,,,
225,03/05/22 02:20:00 AM,25.416,0.0,,,,,
226,03/05/22 02:30:00 AM,25.319,0.0,,,,,
227,03/05/22 02:40:00 AM,25.319,0.0,,,,,
228,03/05/22 02:50:00 AM,25.222,0.0,,,,,
229,03/05/22 03:00:00 AM,25.319,0.0,,,,,
230,03/05/22 03:10:00 AM,25.222,0.0,,,,,
231,03/05/22 03:20:00 AM,25.222,0.0,,,,,
232,03/05/22 03:30:00 AM,25.222,0.0,,,,,
233,03/05/22 03:40:00 AM,25.222,0.0,,,,,
234,03/05/22 03:50:00 AM,25.222,0.0,,,,,
235,03/05/22 04:00:00 AM,25.222,0.0,,,,,
236,03/05/22 04:10:00 AM,25.222,0.0,,,,,
237,03/05/22 04:20:00 AM,25.125,0.0,,,,,
238,03/05/22 04:30:00 AM,25.028,0.0,,,,,
239,03/05/22 04:40:00 AM,24.931,0.0,,,,,
240,03/05/22 04:50:00 AM,24.931,0.0,,,,,
241,03/05/22 05:00:00 AM,24.835,0.0,,,,,
242,03/05/22 05:10:00 AM,24.835,0.0,,,,,
243,03/05/22 05:20:00 AM,24.738,0.0,,,,,
244,03/05/22 05:30:00 AM,24.641,0.0,,,,,
245,03/05/22 05:40:00 AM,24.545,0.0,,,,,
246,03/05/22 05:50:00 AM,24.545,0.0,,,,,
247,03/05/22 06:00:00 AM,24.545,0.0,,,,,
248,03/05/22 06:10:00 AM,24.545,21.5,,,,,
249,03/05/22 06:20:00 AM,24.641,53.8,,,,,
250,03/05/22 06:30:00 AM,24.641,150.7,,,,,
251,03/05/22 06:40:00 AM,24.545,290.6,,,,,
252,03/05/22 06:50:00 AM,24.835,387.5,,,,,
253,03/05/22 07:00:00 AM,24.641,796.5,,,,,
254,03/05/22 07:10:00 AM,24.835,958.0,,,,,
255,03/05/22 07:20:00 AM,24.835,1463.9,,,,,
256,03/05/22 07:30:00 AM,24.931,1463.9,,,,,
257,03/05/22 07:40:00 AM,24.931,1980.6,,,,,
258,03/05/22 07:50:00 AM,24.835,2325.0,,,,,
259,03/05/22 08:00:00 AM,24.931,2583.4,,,,,
260,03/05/22 08:10:00 AM,25.028,3788.9,,,,,
261,03/05/22 08:20:00 AM,24.931,3272.2,,,,,
262,03/05/22 08:30:00 AM,25.125,3444.5,,,,,
263,03/05/22 08:40:00 AM,25.125,2238.9,,,,,
264,03/05/22 08:50:00 AM,25.125,9300.1,,,,,
265,03/05/22 09:00:00 AM,25.416,11711.2,,,,,
266,03/05/22 09:10:00 AM,25.319,5511.1,,,,,
267,03/05/22 09:20:00 AM,25.513,11711.2,,,,,
268,03/05/22 09:30:00 AM,25.513,7577.8,,,,,
269,03/05/22 09:40:00 AM,25.319,4133.4,,,,,
270,03/05/22 09:50:00 AM,25.513,7233.4,,,,,
271,03/05/22 10:00:00 AM,25.513,3961.1,,,,,
272,03/05/22 10:10:00 AM,25.708,3444.5,,,,,
273,03/05/22 10:20:00 AM,26.000,4994.5,,,,,
274,03/05/22 10:30:00 AM,25.805,3961.1,,,,,
275,03/05/22 10:40:00 AM,26.195,5511.1,,,,,
276,03/05/22 10:50:00 AM,25.805,3616.7,,,,,
277,03/05/22 11:00:00 AM,26.195,10333.4,,,,,
278,03/05/22 11:10:00 AM,26.000,2669.5,,,,,
279,03/05/22 11:20:00 AM,26.097,3616.7,,,,,
280,03/05/22 11:30:00 AM,26.292,3616.7,,,,,
281,03/05/22 11:40:00 AM,26.488,4133.4,,,,,
282,03/05/22 11:50:00 AM,26.488,5511.1,,,,,
283,03/05/22 12:00:00 PM,26.585,3616.7,,,,,
284,03/05/22 12:10:00 PM,26.585,2669.5,,,,,
285,03/05/22 12:20:00 PM,26.683,2755.6,,,,,
286,03/05/22 12:30:00 PM,26.781,5511.1,,,,,
287,03/05/22 12:40:00 PM,26.683,2583.4,,,,,
288,03/05/22 12:50:00 PM,26.683,2583.4,,,,,
289,03/05/22 01:00:00 PM,26.781,4133.4,,,,,
290,03/05/22 01:10:00 PM,26.781,2755.6,,,,,
291,03/05/22 01:20:00 PM,26.879,2927.8,,,,,
292,03/05/22 01:30:00 PM,26.781,2755.6,,,,,
293,03/05/22 01:40:00 PM,26.781,3100.0,,,,,
294,03/05/22 01:50:00 PM,26.683,2411.1,,,,,
295,03/05/22 02:00:00 PM,26.683,21355.7,,,,,
296,03/05/22 02:10:00 PM,26.097,4650.0,,,,,
297,03/05/22 02:20:00 PM,25.902,2066.7,,,,,
298,03/05/22 02:30:00 PM,25.708,1550.0,,,,,
299,03/05/22 02:40:00 PM,25.708,2755.6,,,,,
300,03/05/22 02:50:00 PM,25.708,6200.0,,,,,
301,03/05/22 03:00:00 PM,25.902,2238.9,,,,,
302,03/05/22 03:10:00 PM,25.902,1216.3,,,,,
303,03/05/22 03:20:00 PM,25.708,2927.8,,,,,
304,03/05/22 03:30:00 PM,25.708,581.3,,,,,
305,03/05/22 03:40:00 PM,25.610,1324.0,,,,,
306,03/05/22 03:50:00 PM,25.513,764.2,,,,,
307,03/05/22 04:00:00 PM,25.319,721.2,,,,,
308,03/05/22 04:10:00 PM,25.319,1001.0,,,,,
309,03/05/22 04:20:00 PM,25.125,1722.2,,,,,
310,03/05/22 04:30:00 PM,25.125,1980.6,,,,,
311,03/05/22 04:40:00 PM,24.931,226.0,,,,,
312,03/05/22 04:50:00 PM,24.931,473.6,,,,,
313,03/05/22 05:00:00 PM,24.835,796.5,,,,,
314,03/05/22 05:10:00 PM,24.931,678.1,,,,,
315,03/05/22 05:20:00 PM,24.835,505.9,,,,,
316,03/05/22 05:30:00 PM,24.738,215.3,,,,,
317,03/05/22 05:40:00 PM,24.738,430.6,,,,,
318,03/05/22 05:50:00 PM,24.931,236.8,,,,,
319,03/05/22 06:00:00 PM,24.641,10.8,,,,,
320,03/05/22 06:10:00 PM,24.738,0.0,,,,,
321,03/05/22 06:20:00 PM,24.641,10.8,,,,,
322,03/05/22 06:30:00 PM,24.641,0.0,,,,,
323,03/05/22 06:40:00 PM,24.545,0.0,,,,,
324,03/05/22 06:50:00 PM,24.448,0.0,,,,,
325,03/05/22 07:00:00 PM,24.545,0.0,,,,,
326,03/05/22 07:10:00 PM,24.641,0.0,,,,,
327,03/05/22 07:20:00 PM,24.738,0.0,,,,,
328,03/05/22 07:30:00 PM,24.738,0.0,,,,,
329,03/05/22 07:40:00 PM,24.835,0.0,,,,,
330,03/05/22 07:50:00 PM,24.641,0.0,,,,,
331,03/05/22 08:00:00 PM,24.738,0.0,,,,,
332,03/05/22 08:10:00 PM,24.738,0.0,,,,,
333,03/05/22 08:20:00 PM,24.835,0.0,,,,,
334,03/05/22 08:30:00 PM,24.738,0.0,,,,,
335,03/05/22 08:40:00 PM,24.738,0.0,,,,,
336,03/05/22 08:50:00 PM,24.738,0.0,,,,,
337,03/05/22 09:00:00 PM,24.641,0.0,,,,,
338,03/05/22 09:10:00 PM,24.738,0.0,,,,,
339,03/05/22 09:20:00 PM,24.641,0.0,,,,,
340,03/05/22 09:30:00 PM,24.641,0.0,,,,,
341,03/05/22 09:40:00 PM,24.641,0.0,,,,,
342,03/05/22 09:50:00 PM,24.641,0.0,,,,,
343,03/05/22 10:00:00 PM,24.641,0.0,,,,,
344,03/05/22 10:10:00 PM,24.641,0.0,,,,,
345,03/05/22 10:20:00 PM,24.641,0.0,,,,,
346,03/05/22 10:30:00 PM,24.641,0.0,,,,,
347,03/05/22 10:40:00 PM,24.641,0.0,,,,,
348,03/05/22 10:50:00 PM,24.641,0.0,,,,,
349,03/05/22 11:00:00 PM,24.641,0.0,,,,,
350,03/05/22 11:10:00 PM,24.641,0.0,,,,,
351,03/05/22 11:20:00 PM,24.641,0.0,,,,,
352,03/05/22 11:30:00 PM,24.641,0.0,,,,,
353,03/05/22 11:40:00 PM,24.641,0.0,,,,,
354,03/05/22 11:50:00 PM,24.641,0.0,,,,,
355,03/06/22 12:00:00 AM,24.641,0.0,,,,,
356,03/06/22 12:10:00 AM,24.738,0.0,,,,,
357,03/06/22 12:20:00 AM,24.738,0.0,,,,,
358,03/06/22 12:30:00 AM,24.738,0.0,,,,,
359,03/06/22 12:40:00 AM,24.835,0.0,,,,,
360,03/06/22 12:50:00 AM,24.835,0.0,,,,,
361,03/06/22 01:00:00 AM,24.835,0.0,,,,,
362,03/06/22 01:10:00 AM,24.931,0.0,,,,,
363,03/06/22 01:20:00 AM,24.931,0.0,,,,,
364,03/06/22 01:30:00 AM,24.931,0.0,,,,,
365,03/06/22 01:40:00 AM,24.931,0.0,,,,,
366,03/06/22 01:50:00 AM,24.931,0.0,,,,,
367,03/06/22 02:00:00 AM,25.028,0.0,,,,,
368,03/06/22 02:10:00 AM,25.028,0.0,,,,,
369,03/06/22 02:20:00 AM,25.028,0.0,,,,,
370,03/06/22 02:30:00 AM,25.028,0.0,,,,,
371,03/06/22 02:40:00 AM,25.028,0.0,,,,,
372,03/06/22 02:50:00 AM,24.931,0.0,,,,,
373,03/06/22 03:00:00 AM,24.835,0.0,,,,,
374,03/06/22 03:10:00 AM,24.738,0.0,,,,,
375,03/06/22 03:20:00 AM,24.545,0.0,,,,,
376,03/06/22 03:30:00 AM,24.545,0.0,,,,,
377,03/06/22 03:40:00 AM,24.351,0.0,,,,,
378,03/06/22 03:50:00 AM,24.351,0.0,,,,,
379,03/06/22 04:00:00 AM,24.448,0.0,,,,,
380,03/06/22 04:10:00 AM,24.545,0.0,,,,,
381,03/06/22 04:20:00 AM,24.545,0.0,,,,,
382,03/06/22 04:30:00 AM,24.545,0.0,,,,,
383,03/06/22 04:40:00 AM,24.448,0.0,,,,,
384,03/06/22 04:50:00 AM,24.545,0.0,,,,,
385,03/06/22 05:00:00 AM,24.448,0.0,,,,,
386,03/06/22 05:10:00 AM,24.448,0.0,,,,,
387,03/06/22 05:20:00 AM,24.448,0.0,,,,,
388,03/06/22 05:30:00 AM,24.448,0.0,,,,,
389,03/06/22 05:40:00 AM,24.545,0.0,,,,,
390,03/06/22 05:50:00 AM,24.545,0.0,,,,,
391,03/06/22 06:00:00 AM,24.641,10.8,,,,,
392,03/06/22 06:10:00 AM,24.641,43.1,,,,,
393,03/06/22 06:20:00 AM,24.738,118.4,,,,,
394,03/06/22 06:30:00 AM,24.835,893.4,,,,,
395,03/06/22 06:40:00 AM,24.738,1270.1,,,,,
396,03/06/22 06:50:00 AM,24.931,2325.0,,,,,
397,03/06/22 07:00:00 AM,24.835,3444.5,,,,,
398,03/06/22 07:10:00 AM,24.931,4822.3,,,,,
399,03/06/22 07:20:00 AM,25.028,2583.4,,,,,
400,03/06/22 07:30:00 AM,25.028,1894.5,,,,,
401,03/06/22 07:40:00 AM,25.028,2583.4,,,,,
402,03/06/22 07:50:00 AM,25.125,3961.1,,,,,
403,03/06/22 08:00:00 AM,25.125,10333.4,,,,,
404,03/06/22 08:10:00 AM,25.222,23422.4,,,,,
405,03/06/22 08:20:00 AM,25.416,9300.1,,,,,
406,03/06/22 08:30:00 AM,25.416,13089.0,,,,,
407,03/06/22 08:40:00 AM,25.319,5166.7,,,,,
408,03/06/22 08:50:00 AM,25.416,9300.1,,,,,
409,03/06/22 09:00:00 AM,25.416,5166.7,,,,,
410,03/06/22 09:10:00 AM,25.513,9300.1,,,,,
411,03/06/22 09:20:00 AM,25.610,6200.0,,,,,
412,03/06/22 09:30:00 AM,25.610,3788.9,,,,,
413,03/06/22 09:40:00 AM,25.708,6544.5,,,,,
414,03/06/22 09:50:00 AM,26.000,1076.4,,,,,
415,03/06/22 10:00:00 AM,25.902,49600.3,,,,,
416,03/06/22 10:10:00 AM,25.902,5338.9,,,,,
417,03/06/22 10:20:00 AM,25.902,10677.8,,,,,
418,03/06/22 10:30:00 AM,26.000,6544.5,,,,,
419,03/06/22 10:40:00 AM,26.097,8266.7,,,,,
420,03/06/22 10:50:00 AM,26.195,5166.7,,,,,
421,03/06/22 11:00:00 AM,26.195,6200.0,,,,,
422,03/06/22 11:10:00 AM,26.292,5511.1,,,,,
423,03/06/22 11:20:00 AM,26.390,5166.7,,,,,
424,03/06/22 11:30:00 AM,26.488,5511.1,,,,,
425,03/06/22 11:40:00 AM,26.585,7233.4,,,,,
426,03/06/22 11:50:00 AM,26.683,4133.4,,,,,
427,03/06/22 12:00:00 PM,26.879,2755.6,,,,,
428,03/06/22 12:10:00 PM,26.879,4305.6,,,,,
429,03/06/22 12:20:00 PM,26.977,4822.3,,,,,
430,03/06/22 12:30:00 PM,27.075,2927.8,,,,,
431,03/06/22 12:40:00 PM,27.173,3444.5,,,,,
432,03/06/22 12:50:00 PM,27.272,2755.6,,,,,
433,03/06/22 01:00:00 PM,27.173,3788.9,,,,,
434,03/06/22 01:10:00 PM,27.370,3616.7,,,,,
435,03/06/22 01:20:00 PM,27.075,2755.6,,,,,
436,03/06/22 01:30:00 PM,26.879,2669.5,,,,,
437,03/06/22 01:40:00 PM,27.370,2669.5,,,,,
438,03/06/22 01:50:00 PM,27.173,3444.5,,,,,
439,03/06/22 02:00:00 PM,26.879,2927.8,,,,,
440,03/06/22 02:10:00 PM,26.585,5511.1,,,,,
441,03/06/22 02:20:00 PM,26.781,2669.5,,,,,
442,03/06/22 02:30:00 PM,26.488,2325.0,,,,,
443,03/06/22 02:40:00 PM,26.097,4305.6,,,,,
444,03/06/22 02:50:00 PM,25.902,3616.7,,,,,
445,03/06/22 03:00:00 PM,25.902,3961.1,,,,,
446,03/06/22 03:10:00 PM,25.902,2325.0,,,,,
447,03/06/22 03:20:00 PM,25.708,5511.1,,,,,
